"Nr","ID","Examination_nr","Examination_type_nr","Task_type","target","performed","Date"
530,13,1,2,"flexion",89.8,86.6,"2018-02-26 18:37:14"
531,13,1,2,"flexion",120.9,120,"2018-02-26 18:37:36"
532,14,1,1,"abduction",59.5,48.5,"2018-02-26 19:15:02"
533,14,1,1,"abduction",89.9,90.8,"2018-02-26 19:15:16"
534,14,1,1,"abduction",115.1,125,"2018-02-26 19:15:31"
535,14,1,1,"abduction",60.3,65.6,"2018-02-26 19:15:45"
536,14,1,1,"abduction",88.5,94.4,"2018-02-26 19:15:58"
537,14,1,1,"abduction",113.9,123.9,"2018-02-26 19:16:13"
538,14,1,1,"abduction",60.9,73.8,"2018-02-26 19:16:26"
539,14,1,1,"abduction",87.8,94.2,"2018-02-26 19:16:40"
540,14,1,1,"abduction",119.1,120.8,"2018-02-26 19:16:56"
541,14,1,1,"abduction",60.1,65.6,"2018-02-26 19:17:09"
542,14,1,1,"abduction",87.8,96.1,"2018-02-26 19:17:21"
543,14,1,1,"abduction",119.4,127.8,"2018-02-26 19:17:35"
544,14,1,1,"abduction",59.7,69.4,"2018-02-26 19:17:48"
545,14,1,1,"abduction",88.7,92.1,"2018-02-26 19:18:00"
546,14,1,1,"abduction",116.5,121.7,"2018-02-26 19:18:14"
547,14,1,2,"flexion",59.5,65.7,"2018-02-26 19:19:41"
548,14,1,2,"flexion",88.1,89,"2018-02-26 19:19:53"
549,14,1,2,"flexion",118.1,115.2,"2018-02-26 19:20:05"
550,14,1,2,"flexion",61.4,65,"2018-02-26 19:20:19"
551,14,1,2,"flexion",91.9,101.9,"2018-02-26 19:20:32"
552,14,1,2,"flexion",116,118.4,"2018-02-26 19:20:44"
553,14,1,2,"flexion",59.4,67.1,"2018-02-26 19:20:55"
554,14,1,2,"flexion",91.3,97,"2018-02-26 19:21:07"
555,14,1,2,"flexion",116.7,119,"2018-02-26 19:21:20"
556,14,1,2,"flexion",59.6,69.7,"2018-02-26 19:21:31"
557,14,1,2,"flexion",89.9,96.1,"2018-02-26 19:21:43"
558,14,1,2,"flexion",119.4,115.6,"2018-02-26 19:21:58"
559,14,1,2,"flexion",61,72.4,"2018-02-26 19:22:10"
560,14,1,2,"flexion",89.4,94.6,"2018-02-26 19:22:22"
561,14,1,2,"flexion",118.4,123,"2018-02-26 19:22:40"
562,15,1,1,"abduction",58.5,59.4,"2018-02-26 20:07:58"
563,15,1,1,"abduction",89.7,91.7,"2018-02-26 20:08:17"
564,15,1,1,"abduction",117.9,121.7,"2018-02-26 20:08:36"
565,15,1,1,"abduction",59.9,61.4,"2018-02-26 20:08:51"
566,15,1,1,"abduction",88.4,94.6,"2018-02-26 20:09:12"
567,15,1,1,"abduction",116.2,121.3,"2018-02-26 20:09:44"
568,15,1,1,"abduction",62,69.5,"2018-02-26 20:09:58"
569,15,1,1,"abduction",88.9,90.6,"2018-02-26 20:10:12"
570,15,1,1,"abduction",118.5,128.3,"2018-02-26 20:10:26"
571,15,1,1,"abduction",61.5,65.4,"2018-02-26 20:10:46"
572,15,1,1,"abduction",88.5,89.3,"2018-02-26 20:10:59"
573,15,1,1,"abduction",120.6,124.6,"2018-02-26 20:11:15"
574,15,1,1,"abduction",59.4,74.1,"2018-02-26 20:11:29"
575,15,1,1,"abduction",90.7,91,"2018-02-26 20:11:50"
576,15,1,1,"abduction",118.1,126.5,"2018-02-26 20:12:04"
577,15,1,2,"flexion",63.4,77.4,"2018-02-26 20:13:46"
578,15,1,2,"flexion",89.2,100.2,"2018-02-26 20:14:02"
579,15,1,2,"flexion",119.1,110.3,"2018-02-26 20:14:29"
580,15,1,2,"flexion",56.9,78.6,"2018-02-26 20:14:45"
581,15,1,2,"flexion",90.4,96.4,"2018-02-26 20:15:01"
582,15,1,2,"flexion",120,116.4,"2018-02-26 20:15:19"
583,15,1,2,"flexion",60.3,66.9,"2018-02-26 20:15:36"
584,15,1,2,"flexion",90,94.5,"2018-02-26 20:15:52"
585,15,1,2,"flexion",119.9,114.1,"2018-02-26 20:16:08"
586,15,1,2,"flexion",61.2,82.8,"2018-02-26 20:16:23"
587,15,1,2,"flexion",89,94.9,"2018-02-26 20:16:38"
588,15,1,2,"flexion",118,117.4,"2018-02-26 20:16:58"
589,15,1,2,"flexion",63,79.2,"2018-02-26 20:17:13"
590,15,1,2,"flexion",88.6,91.9,"2018-02-26 20:17:29"
591,15,1,2,"flexion",119.8,120.2,"2018-02-26 20:17:46"
592,16,1,1,"abduction",61.8,63.7,"2018-02-27 15:35:23"
593,16,1,1,"abduction",89.9,92.6,"2018-02-27 15:35:37"
594,16,1,1,"abduction",119.9,118.6,"2018-02-27 15:35:55"
595,16,1,1,"abduction",61.9,68.9,"2018-02-27 15:36:13"
596,16,1,1,"abduction",89.3,89.2,"2018-02-27 15:36:26"
597,16,1,1,"abduction",119.4,122.8,"2018-02-27 15:36:40"
598,16,1,1,"abduction",61.9,71.9,"2018-02-27 15:36:52"
599,16,1,1,"abduction",88.6,94.7,"2018-02-27 15:37:05"
600,16,1,1,"abduction",117.4,119.9,"2018-02-27 15:37:19"
601,16,1,1,"abduction",62.2,73.2,"2018-02-27 15:37:32"
602,16,1,1,"abduction",90.1,94.1,"2018-02-27 15:37:46"
603,16,1,1,"abduction",118.8,124.1,"2018-02-27 15:38:00"
604,16,1,1,"abduction",60.5,67.2,"2018-02-27 15:38:12"
605,16,1,1,"abduction",91.7,93.2,"2018-02-27 15:38:25"
606,16,1,1,"abduction",121.8,124.1,"2018-02-27 15:38:40"
607,16,1,2,"flexion",61.8,64.4,"2018-02-27 15:40:08"
608,16,1,2,"flexion",89.5,85.5,"2018-02-27 15:40:20"
609,16,1,2,"flexion",119.1,121.4,"2018-02-27 15:40:34"
610,16,1,2,"flexion",60.9,72.4,"2018-02-27 15:40:48"
611,16,1,2,"flexion",91.3,94.3,"2018-02-27 15:41:01"
612,16,1,2,"flexion",120.2,121,"2018-02-27 15:41:17"
613,16,1,2,"flexion",61.5,65.5,"2018-02-27 15:41:31"
614,16,1,2,"flexion",91.1,95.6,"2018-02-27 15:41:47"
615,16,1,2,"flexion",121,115.7,"2018-02-27 15:42:00"
616,16,1,2,"flexion",62.5,67.2,"2018-02-27 15:42:12"
617,16,1,2,"flexion",88.9,90,"2018-02-27 15:42:24"
618,16,1,2,"flexion",118.3,122.2,"2018-02-27 15:42:37"
619,16,1,2,"flexion",61.4,66.1,"2018-02-27 15:42:51"
620,16,1,2,"flexion",91.3,94,"2018-02-27 15:43:04"
621,16,1,2,"flexion",119.8,117.3,"2018-02-27 15:43:19"
622,17,1,1,"abduction",62.3,63.9,"2018-02-27 16:19:11"
623,17,1,1,"abduction",90.8,94.7,"2018-02-27 16:19:27"
624,17,1,1,"abduction",121.1,120.2,"2018-02-27 16:19:44"
625,17,1,1,"abduction",62.3,65.5,"2018-02-27 16:19:57"
626,17,1,1,"abduction",90.9,105.9,"2018-02-27 16:20:26"
627,17,1,1,"abduction",119.3,122.2,"2018-02-27 16:20:45"
628,17,1,1,"abduction",60,67.2,"2018-02-27 16:21:01"
629,17,1,1,"abduction",93.8,94.9,"2018-02-27 16:21:17"
630,17,1,1,"abduction",118.8,119.7,"2018-02-27 16:21:34"
631,17,1,1,"abduction",61.6,60.4,"2018-02-27 16:21:48"
632,17,1,1,"abduction",90,97.5,"2018-02-27 16:22:05"
633,17,1,1,"abduction",119.6,122.6,"2018-02-27 16:22:21"
634,17,1,1,"abduction",59.4,57.5,"2018-02-27 16:22:32"
635,17,1,1,"abduction",91.9,96.7,"2018-02-27 16:22:46"
636,17,1,1,"abduction",120.9,115.6,"2018-02-27 16:23:03"
637,17,1,2,"flexion",60.9,63.7,"2018-02-27 16:24:15"
638,17,1,2,"flexion",90.9,92.7,"2018-02-27 16:24:27"
639,17,1,2,"flexion",121.4,123.9,"2018-02-27 16:24:48"
640,17,1,2,"flexion",61.5,62.7,"2018-02-27 16:25:01"
641,17,1,2,"flexion",90.5,91.1,"2018-02-27 16:25:14"
642,17,1,2,"flexion",118.4,122.6,"2018-02-27 16:25:28"
643,17,1,2,"flexion",60,63.5,"2018-02-27 16:25:45"
644,17,1,2,"flexion",93.1,103,"2018-02-27 16:26:03"
645,17,1,2,"flexion",116.9,116.2,"2018-02-27 16:26:18"
646,17,1,2,"flexion",65.2,66.6,"2018-02-27 16:26:31"
647,17,1,2,"flexion",93,104.9,"2018-02-27 16:26:47"
648,17,1,2,"flexion",120.4,119.7,"2018-02-27 16:27:01"
649,17,1,2,"flexion",57.9,57.8,"2018-02-27 16:27:13"
650,17,1,2,"flexion",91.7,98,"2018-02-27 16:27:30"
651,17,1,2,"flexion",121.5,116.5,"2018-02-27 16:27:47"
652,18,1,1,"abduction",60.4,63.8,"2018-02-27 17:07:24"
653,18,1,1,"abduction",92,96.6,"2018-02-27 17:07:42"
654,18,1,1,"abduction",120.9,129.8,"2018-02-27 17:08:13"
655,18,1,1,"abduction",63.8,72.4,"2018-02-27 17:08:26"
656,18,1,1,"abduction",90.5,92.7,"2018-02-27 17:08:44"
657,18,1,1,"abduction",120.5,131.1,"2018-02-27 17:09:02"
658,18,1,1,"abduction",63.2,73.2,"2018-02-27 17:09:15"
659,18,1,1,"abduction",92.2,93.6,"2018-02-27 17:09:30"
660,18,1,1,"abduction",121.5,132.6,"2018-02-27 17:09:48"
661,18,1,1,"abduction",65.8,68.3,"2018-02-27 17:10:01"
662,18,1,1,"abduction",94.1,90.3,"2018-02-27 17:10:14"
663,18,1,1,"abduction",119.6,120.9,"2018-02-27 17:10:33"
664,18,1,1,"abduction",64.7,68.2,"2018-02-27 17:10:45"
665,18,1,1,"abduction",92.7,91.7,"2018-02-27 17:10:59"
666,18,1,1,"abduction",121.6,119.1,"2018-02-27 17:11:14"
711,19,1,2,"flexion",118.5,129.4,"2018-02-27 18:01:45"
712,20,1,1,"abduction",60.6,70.7,"2018-02-27 18:37:19"
713,20,1,1,"abduction",91,92.1,"2018-02-27 18:37:33"
714,20,1,1,"abduction",119.3,112.6,"2018-02-27 18:37:46"
715,20,1,1,"abduction",62.2,71.5,"2018-02-27 18:38:01"
716,20,1,1,"abduction",91.8,90.8,"2018-02-27 18:38:14"
717,20,1,1,"abduction",118.6,120.5,"2018-02-27 18:38:29"
718,20,1,1,"abduction",61.2,71.3,"2018-02-27 18:38:42"
719,20,1,1,"abduction",91.8,92.1,"2018-02-27 18:38:56"
720,20,1,1,"abduction",119.4,116.6,"2018-02-27 18:39:12"
721,20,1,1,"abduction",60.6,73,"2018-02-27 18:39:27"
722,20,1,1,"abduction",90.3,94.7,"2018-02-27 18:40:06"
723,20,1,1,"abduction",118.3,117.2,"2018-02-27 18:40:20"
724,20,1,1,"abduction",62,70.1,"2018-02-27 18:40:33"
725,20,1,1,"abduction",91,93.7,"2018-02-27 18:40:47"
726,20,1,1,"abduction",120.5,118.7,"2018-02-27 18:41:01"
727,20,1,2,"flexion",62.3,70.1,"2018-02-27 18:42:06"
728,20,1,2,"flexion",90.8,82.5,"2018-02-27 18:42:19"
729,20,1,2,"flexion",118,111.1,"2018-02-27 18:42:33"
730,20,1,2,"flexion",59.9,68.3,"2018-02-27 18:42:47"
731,20,1,2,"flexion",91.5,90.6,"2018-02-27 18:43:00"
732,20,1,2,"flexion",119,114.5,"2018-02-27 18:43:15"
733,20,1,2,"flexion",61.3,68.4,"2018-02-27 18:43:27"
734,20,1,2,"flexion",90,87.6,"2018-02-27 18:43:41"
735,20,1,2,"flexion",117.6,110.6,"2018-02-27 18:43:57"
736,20,1,2,"flexion",62.4,66.5,"2018-02-27 18:44:10"
737,20,1,2,"flexion",89.9,93.3,"2018-02-27 18:44:24"
738,20,1,2,"flexion",120.1,115.4,"2018-02-27 18:44:39"
739,20,1,2,"flexion",60.8,72.8,"2018-02-27 18:44:52"
740,20,1,2,"flexion",89.9,93.2,"2018-02-27 18:45:06"
741,20,1,2,"flexion",121.1,120.1,"2018-02-27 18:45:21"
742,21,1,1,"abduction",59.3,61.3,"2018-02-28 17:12:56"
743,21,1,1,"abduction",88.7,92.6,"2018-02-28 17:13:12"
744,21,1,1,"abduction",114.3,119,"2018-02-28 17:13:28"
745,21,1,1,"abduction",59.7,54.3,"2018-02-28 17:13:43"
746,21,1,1,"abduction",88.3,76.9,"2018-02-28 17:14:00"
747,21,1,1,"abduction",120.4,127.9,"2018-02-28 17:14:15"
748,21,1,1,"abduction",61.1,60.7,"2018-02-28 17:14:28"
749,21,1,1,"abduction",91.1,92.4,"2018-02-28 17:14:42"
750,21,1,1,"abduction",116.4,123.3,"2018-02-28 17:15:01"
751,21,1,1,"abduction",61.5,61.4,"2018-02-28 17:15:14"
752,21,1,1,"abduction",91.2,91,"2018-02-28 17:15:28"
753,21,1,1,"abduction",116.2,121.7,"2018-02-28 17:15:43"
754,21,1,1,"abduction",62,60.5,"2018-02-28 17:15:57"
667,18,1,2,"flexion",60.1,67,"2018-02-27 17:12:19"
668,18,1,2,"flexion",92.3,97.2,"2018-02-27 17:12:34"
669,18,1,2,"flexion",124,124.4,"2018-02-27 17:12:49"
670,18,1,2,"flexion",63.2,81.7,"2018-02-27 17:13:03"
671,18,1,2,"flexion",93.4,100.4,"2018-02-27 17:13:19"
672,18,1,2,"flexion",121.2,122.7,"2018-02-27 17:13:36"
673,18,1,2,"flexion",62.3,74.9,"2018-02-27 17:13:53"
674,18,1,2,"flexion",92.8,101.2,"2018-02-27 17:14:07"
675,18,1,2,"flexion",121,126.8,"2018-02-27 17:14:22"
676,18,1,2,"flexion",62.2,79.3,"2018-02-27 17:14:37"
677,18,1,2,"flexion",95.1,105.2,"2018-02-27 17:14:51"
678,18,1,2,"flexion",121.1,120.8,"2018-02-27 17:15:09"
679,18,1,2,"flexion",66,82.7,"2018-02-27 17:15:25"
680,18,1,2,"flexion",90.1,97.1,"2018-02-27 17:15:41"
681,18,1,2,"flexion",119.8,118.5,"2018-02-27 17:15:56"
682,19,1,1,"abduction",58.8,58.8,"2018-02-27 17:53:43"
683,19,1,1,"abduction",89.5,90.2,"2018-02-27 17:53:57"
684,19,1,1,"abduction",119.2,123.6,"2018-02-27 17:54:11"
685,19,1,1,"abduction",60.7,73.9,"2018-02-27 17:54:22"
686,19,1,1,"abduction",91.9,92.6,"2018-02-27 17:54:35"
687,19,1,1,"abduction",117.8,121.9,"2018-02-27 17:54:48"
688,19,1,1,"abduction",60.8,67.8,"2018-02-27 17:55:01"
689,19,1,1,"abduction",92,101.9,"2018-02-27 17:55:13"
690,19,1,1,"abduction",120.8,131.5,"2018-02-27 17:55:27"
691,19,1,1,"abduction",61,75.6,"2018-02-27 17:55:50"
692,19,1,1,"abduction",90.2,97.4,"2018-02-27 17:56:03"
693,19,1,1,"abduction",117.1,123.6,"2018-02-27 17:56:17"
694,19,1,1,"abduction",60.3,63.1,"2018-02-27 17:56:29"
695,19,1,1,"abduction",89.1,88.1,"2018-02-27 17:56:40"
696,19,1,1,"abduction",116.4,116.4,"2018-02-27 17:56:55"
697,19,1,2,"flexion",62,75,"2018-02-27 17:58:12"
698,19,1,2,"flexion",87.7,92.1,"2018-02-27 17:58:25"
699,19,1,2,"flexion",118.4,120.9,"2018-02-27 17:58:39"
700,19,1,2,"flexion",60.7,83.4,"2018-02-27 17:58:52"
701,19,1,2,"flexion",89.6,91.8,"2018-02-27 17:59:04"
702,19,1,2,"flexion",118.3,117.5,"2018-02-27 17:59:18"
703,19,1,2,"flexion",62.2,76.9,"2018-02-27 18:00:01"
704,19,1,2,"flexion",88.4,95.6,"2018-02-27 18:00:14"
705,19,1,2,"flexion",117.2,123,"2018-02-27 18:00:29"
706,19,1,2,"flexion",60.5,78,"2018-02-27 18:00:39"
707,19,1,2,"flexion",89,91,"2018-02-27 18:00:54"
708,19,1,2,"flexion",118.5,118.7,"2018-02-27 18:01:08"
709,19,1,2,"flexion",62.8,75.4,"2018-02-27 18:01:18"
710,19,1,2,"flexion",90.7,92.6,"2018-02-27 18:01:30"
755,21,1,1,"abduction",88.7,88,"2018-02-28 17:16:13"
756,21,1,1,"abduction",118.9,114.5,"2018-02-28 17:16:29"
757,21,1,2,"flexion",57.9,54.4,"2018-02-28 17:17:25"
758,21,1,2,"flexion",90.5,83.3,"2018-02-28 17:17:39"
759,21,1,2,"flexion",118.7,118.4,"2018-02-28 17:17:53"
760,21,1,2,"flexion",61.4,70.8,"2018-02-28 17:18:09"
761,21,1,2,"flexion",88.7,83,"2018-02-28 17:18:22"
762,21,1,2,"flexion",118.1,111.3,"2018-02-28 17:18:36"
763,21,1,2,"flexion",61.4,71.7,"2018-02-28 17:18:51"
764,21,1,2,"flexion",89.5,85.9,"2018-02-28 17:19:04"
765,21,1,2,"flexion",117.3,123.2,"2018-02-28 17:19:21"
766,21,1,2,"flexion",60.9,61.1,"2018-02-28 17:19:34"
767,21,1,2,"flexion",88.3,89.4,"2018-02-28 17:19:49"
768,21,1,2,"flexion",118.4,120.2,"2018-02-28 17:20:06"
769,21,1,2,"flexion",60.8,69.8,"2018-02-28 17:20:19"
770,21,1,2,"flexion",91,91.5,"2018-02-28 17:20:32"
771,21,1,2,"flexion",115.2,116.4,"2018-02-28 17:20:49"
772,22,1,1,"abduction",63.3,63.9,"2018-02-28 18:04:38"
773,22,1,1,"abduction",91.5,95.7,"2018-02-28 18:04:56"
774,22,1,1,"abduction",120.3,118.5,"2018-02-28 18:05:16"
775,22,1,1,"abduction",62.6,66.6,"2018-02-28 18:05:32"
776,22,1,1,"abduction",91.4,92,"2018-02-28 18:05:46"
777,22,1,1,"abduction",121.2,116.8,"2018-02-28 18:06:04"
778,22,1,1,"abduction",62.9,59.4,"2018-02-28 18:06:19"
779,22,1,1,"abduction",90.7,95,"2018-02-28 18:06:36"
780,22,1,1,"abduction",119.9,114.2,"2018-02-28 18:06:52"
781,22,1,1,"abduction",60.9,64.1,"2018-02-28 18:07:10"
782,22,1,1,"abduction",91.5,90.2,"2018-02-28 18:07:27"
783,22,1,1,"abduction",117.6,112.3,"2018-02-28 18:07:47"
784,22,1,1,"abduction",62.6,71.6,"2018-02-28 18:08:01"
785,22,1,1,"abduction",91.9,93.2,"2018-02-28 18:08:19"
786,22,1,1,"abduction",119.6,112,"2018-02-28 18:08:36"
787,22,1,2,"flexion",60.8,58.9,"2018-02-28 18:09:31"
788,22,1,2,"flexion",92.6,95.7,"2018-02-28 18:09:46"
789,22,1,2,"flexion",119.8,117.4,"2018-02-28 18:10:02"
790,22,1,2,"flexion",61.6,67.4,"2018-02-28 18:10:17"
791,22,1,2,"flexion",91.7,94.8,"2018-02-28 18:10:35"
792,22,1,2,"flexion",118.4,117.3,"2018-02-28 18:10:54"
793,22,1,2,"flexion",59.5,65.7,"2018-02-28 18:11:09"
794,22,1,2,"flexion",90.4,92.5,"2018-02-28 18:11:25"
795,22,1,2,"flexion",118.4,112.3,"2018-02-28 18:11:46"
796,22,1,2,"flexion",63.1,68.7,"2018-02-28 18:12:04"
797,22,1,2,"flexion",91.9,90.8,"2018-02-28 18:12:20"
798,22,1,2,"flexion",118.3,116.7,"2018-02-28 18:12:39"
799,22,1,2,"flexion",60.8,70.9,"2018-02-28 18:12:55"
800,22,1,2,"flexion",90.4,91,"2018-02-28 18:13:11"
801,22,1,2,"flexion",119.6,117.5,"2018-02-28 18:13:28"
802,23,1,1,"abduction",62.1,62.7,"2018-02-28 19:06:23"
803,23,1,1,"abduction",92.3,94,"2018-02-28 19:06:38"
804,23,1,1,"abduction",120.3,127.4,"2018-02-28 19:06:52"
805,23,1,1,"abduction",61.3,63.1,"2018-02-28 19:07:07"
806,23,1,1,"abduction",90.8,90.1,"2018-02-28 19:07:22"
807,23,1,1,"abduction",119.3,119.5,"2018-02-28 19:07:35"
808,23,1,1,"abduction",60.1,62.2,"2018-02-28 19:07:47"
809,23,1,1,"abduction",88,87.2,"2018-02-28 19:07:58"
810,23,1,1,"abduction",119.2,114.3,"2018-02-28 19:08:10"
811,23,1,1,"abduction",59,63.1,"2018-02-28 19:08:23"
812,23,1,1,"abduction",89.1,89.1,"2018-02-28 19:08:33"
813,23,1,1,"abduction",118.9,113.2,"2018-02-28 19:08:45"
814,23,1,1,"abduction",60.1,55.5,"2018-02-28 19:08:59"
815,23,1,1,"abduction",90.4,87.5,"2018-02-28 19:09:11"
816,23,1,1,"abduction",119.8,122.6,"2018-02-28 19:09:23"
817,23,1,2,"flexion",60.4,59.3,"2018-02-28 19:10:20"
818,23,1,2,"flexion",90.3,84.7,"2018-02-28 19:10:32"
819,23,1,2,"flexion",119.6,117.1,"2018-02-28 19:10:46"
820,23,1,2,"flexion",59.5,65.3,"2018-02-28 19:10:57"
821,23,1,2,"flexion",88,87.3,"2018-02-28 19:11:10"
822,23,1,2,"flexion",119.6,115,"2018-02-28 19:11:23"
823,23,1,2,"flexion",60.2,64.3,"2018-02-28 19:11:34"
824,23,1,2,"flexion",89.8,87.5,"2018-02-28 19:11:47"
825,23,1,2,"flexion",120.1,114.5,"2018-02-28 19:11:58"
826,23,1,2,"flexion",59.7,66.9,"2018-02-28 19:12:08"
827,23,1,2,"flexion",89.9,83.9,"2018-02-28 19:12:21"
828,23,1,2,"flexion",118.5,111.5,"2018-02-28 19:12:33"
829,23,1,2,"flexion",59.6,63.7,"2018-02-28 19:12:44"
830,23,1,2,"flexion",90,86.1,"2018-02-28 19:12:57"
831,23,1,2,"flexion",118.3,116.1,"2018-02-28 19:13:09"
832,24,1,1,"abduction",61.3,65,"2018-02-28 19:51:53"
833,24,1,1,"abduction",90.6,92.4,"2018-02-28 19:52:07"
834,24,1,1,"abduction",122.7,123.5,"2018-02-28 19:52:22"
835,24,1,1,"abduction",61.3,66.9,"2018-02-28 19:52:37"
836,24,1,1,"abduction",89.8,93.5,"2018-02-28 19:52:50"
837,24,1,1,"abduction",119.1,119,"2018-02-28 19:53:03"
838,24,1,1,"abduction",58.7,62.2,"2018-02-28 19:53:15"
839,24,1,1,"abduction",90.7,94.6,"2018-02-28 19:53:28"
840,24,1,1,"abduction",118.3,119.4,"2018-02-28 19:53:43"
841,24,1,1,"abduction",60.7,64.9,"2018-02-28 19:53:55"
842,24,1,1,"abduction",90.6,95.5,"2018-02-28 19:54:11"
843,24,1,1,"abduction",119.4,123.3,"2018-02-28 19:54:25"
844,24,1,1,"abduction",62.2,64.6,"2018-02-28 19:54:37"
845,24,1,1,"abduction",90.1,93.4,"2018-02-28 19:54:51"
846,24,1,1,"abduction",118.4,126.2,"2018-02-28 19:55:08"
847,24,1,2,"flexion",60.8,61.2,"2018-02-28 19:56:12"
848,24,1,2,"flexion",90.5,96.1,"2018-02-28 19:56:25"
849,24,1,2,"flexion",120,115.9,"2018-02-28 19:56:39"
850,24,1,2,"flexion",61.1,58.9,"2018-02-28 19:56:52"
851,24,1,2,"flexion",92,91.7,"2018-02-28 19:57:04"
852,24,1,2,"flexion",119.8,120.8,"2018-02-28 19:57:18"
853,24,1,2,"flexion",62.1,63.2,"2018-02-28 19:57:32"
854,24,1,2,"flexion",92.4,92.7,"2018-02-28 19:57:46"
855,24,1,2,"flexion",118.9,122.5,"2018-02-28 19:58:01"
856,24,1,2,"flexion",61,62.2,"2018-02-28 19:58:13"
857,24,1,2,"flexion",92.9,98,"2018-02-28 19:58:26"
858,24,1,2,"flexion",118.2,118.4,"2018-02-28 19:58:44"
859,24,1,2,"flexion",61.5,60.7,"2018-02-28 19:58:56"
860,24,1,2,"flexion",92.6,91.8,"2018-02-28 19:59:10"
861,24,1,2,"flexion",118.5,120.5,"2018-02-28 19:59:24"
862,25,1,1,"abduction",61.6,60.4,"2018-02-28 20:31:38"
863,25,1,1,"abduction",88.6,81.3,"2018-02-28 20:31:54"
864,25,1,1,"abduction",116.2,112.3,"2018-02-28 20:32:07"
865,25,1,1,"abduction",62.6,64.7,"2018-02-28 20:32:20"
866,25,1,1,"abduction",89.2,83.1,"2018-02-28 20:32:33"
867,25,1,1,"abduction",121.6,113.8,"2018-02-28 20:32:46"
868,25,1,1,"abduction",60.9,66.9,"2018-02-28 20:32:58"
869,25,1,1,"abduction",89,82.2,"2018-02-28 20:33:12"
870,25,1,1,"abduction",122,117.5,"2018-02-28 20:33:27"
871,25,1,1,"abduction",60.8,65.5,"2018-02-28 20:33:42"
872,25,1,1,"abduction",89.7,90.2,"2018-02-28 20:33:57"
873,25,1,1,"abduction",122.7,126,"2018-02-28 20:34:12"
874,25,1,1,"abduction",58.7,59.9,"2018-02-28 20:34:25"
875,25,1,1,"abduction",88.6,79.1,"2018-02-28 20:34:37"
876,25,1,1,"abduction",119,112.6,"2018-02-28 20:34:52"
877,25,1,2,"flexion",120.6,117.3,"2018-02-28 20:37:14"
878,25,1,2,"flexion",62.6,68.3,"2018-02-28 20:37:27"
879,25,1,2,"flexion",89.8,89.5,"2018-02-28 20:38:09"
880,25,1,2,"flexion",120.1,114.9,"2018-02-28 20:38:24"
881,25,1,2,"flexion",62,67.3,"2018-02-28 20:38:40"
882,25,1,2,"flexion",90.4,87.4,"2018-02-28 20:38:53"
883,25,1,2,"flexion",119.9,107,"2018-02-28 20:39:08"
884,25,1,2,"flexion",62.4,67.6,"2018-02-28 20:39:27"
885,25,1,2,"flexion",89.9,90.6,"2018-02-28 20:39:42"
886,25,1,2,"flexion",118.5,116,"2018-02-28 20:39:57"
887,25,1,2,"flexion",64.3,66.3,"2018-02-28 20:40:11"
888,25,1,2,"flexion",90.6,92.7,"2018-02-28 20:40:28"
889,25,1,2,"flexion",121.2,119.5,"2018-02-28 20:40:43"
890,25,1,2,"flexion",60.7,63.7,"2018-02-28 20:41:02"
891,25,1,2,"flexion",90.8,90.2,"2018-02-28 20:41:16"
892,26,1,1,"abduction",60.2,57.4,"2018-03-01 17:09:21"
893,26,1,1,"abduction",90.5,91,"2018-03-01 17:09:35"
894,26,1,1,"abduction",119,119.5,"2018-03-01 17:09:50"
895,26,1,1,"abduction",60.7,71.4,"2018-03-01 17:10:04"
896,26,1,1,"abduction",92.2,93.6,"2018-03-01 17:10:17"
897,26,1,1,"abduction",119.8,120,"2018-03-01 17:10:32"
898,26,1,1,"abduction",61.6,67.5,"2018-03-01 17:10:46"
899,26,1,1,"abduction",90.5,93.5,"2018-03-01 17:10:59"
900,26,1,1,"abduction",122.2,119.6,"2018-03-01 17:11:17"
901,26,1,1,"abduction",58.8,67.1,"2018-03-01 17:11:30"
902,26,1,1,"abduction",92.5,95.1,"2018-03-01 17:11:43"
903,26,1,1,"abduction",122.4,123.2,"2018-03-01 17:11:57"
904,26,1,1,"abduction",59.7,68.9,"2018-03-01 17:12:11"
905,26,1,1,"abduction",90.3,92.4,"2018-03-01 17:12:23"
906,26,1,1,"abduction",121.4,122.3,"2018-03-01 17:12:36"
907,26,1,2,"flexion",61.3,63.6,"2018-03-01 17:13:56"
908,26,1,2,"flexion",90.7,90.5,"2018-03-01 17:14:07"
909,26,1,2,"flexion",119.6,114.1,"2018-03-01 17:14:18"
910,26,1,2,"flexion",61.9,65.4,"2018-03-01 17:14:29"
911,26,1,2,"flexion",91.9,93.1,"2018-03-01 17:14:40"
912,26,1,2,"flexion",120,116.1,"2018-03-01 17:14:52"
913,26,1,2,"flexion",62,67.3,"2018-03-01 17:15:03"
914,26,1,2,"flexion",91.8,89.8,"2018-03-01 17:15:18"
915,26,1,2,"flexion",118.7,115.6,"2018-03-01 17:15:30"
916,26,1,2,"flexion",61.5,63.7,"2018-03-01 17:15:40"
917,26,1,2,"flexion",90.2,89,"2018-03-01 17:15:52"
918,26,1,2,"flexion",120.2,115.8,"2018-03-01 17:16:04"
919,26,1,2,"flexion",60.3,68.5,"2018-03-01 17:16:14"
920,26,1,2,"flexion",91.3,92.7,"2018-03-01 17:16:26"
921,26,1,2,"flexion",119.2,115.7,"2018-03-01 17:16:38"
